id,category,name,description,description_complete,url,lang,source,qa_pairs
svc_011,Divertissement,TOD,Un service de vidéo à la demande qui propose un contenu très riche avec trois types d'accès.,False,https://www.djezzy.dz/particuliers/services/tod/,fr,djezzy.dz,"[{""q"": ""C'est quoi TOD chez Djezzy ?"", ""a"": ""TOD est un service de vidéo à la demande proposé par Djezzy, avec un contenu très riche et trois types d'accès différents.""}, {""q"": ""Djezzy propose-t-il un service de streaming vidéo ?"", ""a"": ""Oui, avec TOD vous avez accès à un service de vidéo à la demande très riche, disponible via Djezzy avec plusieurs formules d'accès.""}, {""q"": ""Comment regarder des films et séries avec Djezzy ?"", ""a"": ""Djezzy propose le service TOD, une plateforme de vidéo à la demande avec un contenu varié et trois options d'accès.""}]"
svc_012,Divertissement,SHAHID,"Une plateforme de divertissement offrant le plus grand catalogue de contenus arabes, ainsi que des films et séries occidentaux, turcs, coréens et d'autres.",False,https://www.djezzy.dz/particuliers/services/shahid/,fr,djezzy.dz,"[{""q"": ""C'est quoi SHAHID chez Djezzy ?"", ""a"": ""SHAHID est une plateforme de divertissement disponible via Djezzy, proposant le plus grand catalogue de contenus arabes ainsi que des films et séries occidentaux, turcs et coréens.""}, {""q"": ""Peut-on regarder des séries arabes avec Djezzy ?"", ""a"": ""Oui, avec SHAHID vous avez accès au plus grand catalogue de contenus arabes, en plus de films et séries de différentes nationalités.""}, {""q"": ""Djezzy propose-t-il une plateforme multinationale de streaming ?"", ""a"": ""Oui, SHAHID est disponible via Djezzy et propose des contenus arabes, occidentaux, turcs et coréens sur une seule plateforme.""}]"
svc_013,Gestion d'appels,CLIP+,"Ne perdez plus aucun appel, soyez informé de toute tentative d'appel quand vous êtes injoignables.",True,https://www.djezzy.dz/particuliers/services/clip/,fr,djezzy.dz,"[{""q"": ""C'est quoi CLIP+ chez Djezzy ?"", ""a"": ""CLIP+ est un service qui vous informe de toute tentative d'appel reçue lorsque vous étiez injoignable, pour ne manquer aucun appel.""}, {""q"": ""Comment savoir qui m'a appelé quand j'étais injoignable ?"", ""a"": ""Avec CLIP+, Djezzy vous notifie de toutes les tentatives d'appel reçues pendant que vous étiez injoignable.""}, {""q"": ""Je rate des appels quand mon téléphone est éteint, que faire ?"", ""a"": ""Activez le service CLIP+ de Djezzy pour être informé de toute tentative d'appel même quand vous êtes injoignable.""}]"
svc_014,Gestion d'appels,Appel masqué,Ce service vous permet de masquer votre numéro lorsque vous appelez sans vouloir afficher votre numéro à votre interlocuteur.,True,https://www.djezzy.dz/particuliers/services/appel-masque/,fr,djezzy.dz,"[{""q"": ""Comment appeler sans afficher mon numéro avec Djezzy ?"", ""a"": ""Avec le service Appel masqué de Djezzy, vous pouvez appeler sans que votre numéro soit affiché chez votre interlocuteur.""}, {""q"": ""C'est quoi le service Appel masqué ?"", ""a"": ""L'Appel masqué est un service Djezzy qui vous permet de cacher votre numéro lors d'un appel sortant.""}, {""q"": ""Puis-je rendre mon numéro confidentiel lors d'un appel ?"", ""a"": ""Oui, le service Appel masqué de Djezzy vous permet de masquer votre numéro à chaque appel que vous émettez.""}]"
svc_015,Gestion d'appels,709 service liste rouge,Ce service garantit la confidentialité des coordonnées des abonnés Post-payés et empêche leur diffusion sur l'annuaire.,True,https://www.djezzy.dz/particuliers/services/709-service-liste-rouge/,fr,djezzy.dz,"[{""q"": ""C'est quoi le service liste rouge 709 chez Djezzy ?"", ""a"": ""Le service 709 liste rouge garantit la confidentialité des coordonnées des abonnés post-payés et empêche leur publication dans l'annuaire.""}, {""q"": ""Comment ne pas apparaître dans l'annuaire Djezzy ?"", ""a"": ""Avec le service 709 liste rouge, votre numéro et vos coordonnées ne seront pas diffusés dans l'annuaire.""}, {""q"": ""Est-ce que Djezzy propose un service de confidentialité d'annuaire ?"", ""a"": ""Oui, le service 709 liste rouge protège les coordonnées des abonnés post-payés et empêche leur apparition dans l'annuaire.""}]"
svc_016,Gestion d'appels,Appels en conférence,Cette solution vous permet d'effectuer des appels pour un travail ou une réunion entre plusieurs personnes à la fois à distance.,True,https://www.djezzy.dz/particuliers/services/appels-en-conference/,fr,djezzy.dz,"[{""q"": ""C'est quoi les appels en conférence chez Djezzy ?"", ""a"": ""Les appels en conférence permettent de réunir plusieurs personnes sur un même appel à distance, idéal pour les réunions de travail.""}, {""q"": ""Comment faire un appel avec plusieurs personnes en même temps sur Djezzy ?"", ""a"": ""Utilisez le service Appels en conférence de Djezzy pour connecter plusieurs interlocuteurs simultanément, même à distance.""}, {""q"": ""Djezzy propose-t-il des conférences téléphoniques ?"", ""a"": ""Oui, avec le service Appels en conférence vous pouvez organiser des réunions à distance entre plusieurs personnes via votre ligne Djezzy.""}]"
svc_017,Gestion d'appels,Renvoi d'appel,Vous êtes injoignable ? Ce service vous permet de transférer vos appels vers le numéro de votre choix.,True,https://www.djezzy.dz/particuliers/services/renvoi-dappel/,fr,djezzy.dz,"[{""q"": ""C'est quoi le renvoi d'appel chez Djezzy ?"", ""a"": ""Le renvoi d'appel est un service qui transfère automatiquement vos appels entrants vers un autre numéro de votre choix lorsque vous êtes injoignable.""}, {""q"": ""Comment rediriger mes appels vers un autre numéro avec Djezzy ?"", ""a"": ""Activez le service Renvoi d'appel pour transférer automatiquement vos appels vers le numéro que vous souhaitez quand vous êtes indisponible.""}, {""q"": ""Puis-je transférer mes appels sur Djezzy ?"", ""a"": ""Oui, avec le service Renvoi d'appel de Djezzy vous pouvez rediriger tous vos appels entrants vers n'importe quel numéro de votre choix.""}]"
svc_018,Gestion d'appels,Verso +,Ce service vous permet d'émettre et de recevoir toutes vos communications en Appel ou SMS à partir d'un deuxième numéro.,True,https://www.djezzy.dz/particuliers/services/verso/,fr,djezzy.dz,"[{""q"": ""C'est quoi Verso+ chez Djezzy ?"", ""a"": ""Verso+ est un service qui vous donne un deuxième numéro pour émettre et recevoir des appels et des SMS depuis votre ligne Djezzy.""}, {""q"": ""Comment avoir deux numéros avec Djezzy ?"", ""a"": ""Avec le service Verso+, vous pouvez utiliser un deuxième numéro pour vos communications, appels et SMS, sur la même ligne Djezzy.""}, {""q"": ""Djezzy propose-t-il un deuxième numéro de téléphone ?"", ""a"": ""Oui, le service Verso+ de Djezzy vous permet d'avoir un deuxième numéro pour émettre et recevoir vos appels et SMS.""}]"
svc_019,Gestion d'appels,Choix du Numéro,"Choisissez votre numéro au moment de l'achat de votre carte SIM, si le numéro n'a pas déjà été attribué.",True,https://www.djezzy.dz/particuliers/services/choix-du-numero/,fr,djezzy.dz,"[{""q"": ""Est-ce que je peux choisir mon numéro Djezzy ?"", ""a"": ""Oui, au moment de l'achat de votre carte SIM Djezzy, vous pouvez choisir votre numéro s'il n'a pas encore été attribué.""}, {""q"": ""C'est quoi le service Choix du Numéro chez Djezzy ?"", ""a"": ""C'est un service qui vous permet de sélectionner votre propre numéro lors de l'achat de votre carte SIM Djezzy, sous réserve de disponibilité.""}, {""q"": ""Comment avoir un numéro personnalisé chez Djezzy ?"", ""a"": ""Au moment de l'achat de votre SIM, Djezzy vous offre la possibilité de choisir votre numéro si celui-ci est encore disponible.""}]"
svc_020,Gestion d'appels,Double Appel,"Ce service vous permet d'émettre ou de recevoir deux appels en même temps, et mettre le second interlocuteur en attente.",True,https://www.djezzy.dz/particuliers/services/double-appel/,fr,djezzy.dz,"[{""q"": ""C'est quoi le Double Appel chez Djezzy ?"", ""a"": ""Le Double Appel est un service qui vous permet de gérer deux appels simultanément, en mettant l'un en attente pendant que vous parlez avec l'autre.""}, {""q"": ""Puis-je recevoir un deuxième appel pendant une communication avec Djezzy ?"", ""a"": ""Oui, avec le service Double Appel de Djezzy vous pouvez recevoir ou émettre un deuxième appel tout en mettant l'interlocuteur actuel en attente.""}, {""q"": ""Comment gérer deux appels en même temps sur Djezzy ?"", ""a"": ""Activez le Double Appel pour pouvoir jongler entre deux communications simultanées, en mettant l'un en attente quand vous parlez avec l'autre.""}]"
svc_021,Recharge & Paiement,TRANQUILO,Permet à nos abonnés Prépayés ayant un solde insuffisant d'effectuer des appels et d'envoyer des SMS d'urgence.,True,https://www.djezzy.dz/particuliers/services/tranquilo/,fr,djezzy.dz,"[{""q"": ""C'est quoi Tranquilo chez Djezzy ?"", ""a"": ""Tranquilo est un service qui permet aux abonnés prépayés avec un solde insuffisant de passer des appels et d'envoyer des SMS d'urgence.""}, {""q"": ""Je n'ai plus de crédit, puis-je quand même appeler avec Djezzy ?"", ""a"": ""Oui, avec Tranquilo, même si votre solde est insuffisant, vous pouvez passer des appels et envoyer des SMS d'urgence.""}, {""q"": ""Comment appeler en urgence sans crédit sur Djezzy ?"", ""a"": ""Le service Tranquilo de Djezzy permet aux abonnés prépayés d'effectuer des appels et SMS d'urgence même sans solde suffisant.""}]"
svc_022,Recharge & Paiement,Flexily,"Les abonnés Djezzy Classic, Millenium et Djezzy Line ont la possibilité de transférer du crédit à leurs proches et amis prépayés.",True,https://www.djezzy.dz/particuliers/services/flexily/,fr,djezzy.dz,"[{""q"": ""C'est quoi Flexily chez Djezzy ?"", ""a"": ""Flexily permet aux abonnés Djezzy Classic, Millenium et Djezzy Line de transférer du crédit à leurs proches prépayés.""}, {""q"": ""Comment envoyer du crédit à un ami sur Djezzy ?"", ""a"": ""Si vous êtes abonné Djezzy Classic, Millenium ou Djezzy Line, vous pouvez transférer du crédit à vos proches prépayés grâce au service Flexily.""}, {""q"": ""Puis-je offrir du crédit à un autre abonné Djezzy ?"", ""a"": ""Oui, avec Flexily, les abonnés Classic, Millenium et Djezzy Line peuvent offrir du crédit à leurs amis ou proches prépayés.""}]"
svc_023,Recharge & Paiement,Flexy,"Rechargez le montant que vous voulez et au numéro que vous souhaitez, et payez votre facture sans déplacement.",True,https://www.djezzy.dz/particuliers/services/flexy-3/,fr,djezzy.dz,"[{""q"": ""C'est quoi Flexy chez Djezzy ?"", ""a"": ""Flexy vous permet de recharger n'importe quel montant sur n'importe quel numéro, et de payer vos factures sans vous déplacer.""}, {""q"": ""Comment recharger mon crédit Djezzy sans bouger ?"", ""a"": ""Avec Flexy, vous pouvez recharger le montant de votre choix sur le numéro de votre choix et payer vos factures à distance.""}, {""q"": ""Puis-je recharger un autre numéro Djezzy depuis chez moi ?"", ""a"": ""Oui, le service Flexy vous permet de recharger n'importe quel numéro du montant souhaité sans vous déplacer.""}]"
svc_024,Recharge & Paiement,E-Flexy,"Rechargez du crédit sans vous déplacer, en utilisant votre carte CIB, d'une manière électronique en toute sécurité.",True,https://www.djezzy.dz/particuliers/services/e-flexy-particulier/,fr,djezzy.dz,"[{""q"": ""C'est quoi E-Flexy chez Djezzy ?"", ""a"": ""E-Flexy est un service de recharge électronique qui vous permet de recharger votre crédit Djezzy avec votre carte CIB, sans vous déplacer.""}, {""q"": ""Comment recharger avec ma carte CIB chez Djezzy ?"", ""a"": ""Avec E-Flexy, vous pouvez recharger votre ligne Djezzy en ligne en utilisant votre carte CIB de manière sécurisée.""}, {""q"": ""Puis-je recharger Djezzy par carte bancaire ?"", ""a"": ""Oui, le service E-Flexy vous permet de recharger votre crédit Djezzy avec votre carte CIB en toute sécurité, sans déplacement.""}]"
svc_025,Recharge & Paiement,E-Flexy avec VISA,Le service E-Flexy par carte VISA est désormais disponible chez Djezzy.,False,https://www.djezzy.dz/particuliers/services/e-flexy-visa/,fr,djezzy.dz,"[{""q"": ""Puis-je recharger Djezzy avec une carte VISA ?"", ""a"": ""Oui, le service E-Flexy avec VISA est disponible chez Djezzy pour recharger votre crédit avec votre carte VISA.""}, {""q"": ""C'est quoi E-Flexy avec VISA ?"", ""a"": ""E-Flexy avec VISA est un service de recharge électronique de Djezzy qui accepte les paiements par carte VISA.""}, {""q"": ""Comment recharger Djezzy avec VISA ?"", ""a"": ""Avec le service E-Flexy par carte VISA, vous pouvez recharger votre ligne Djezzy directement depuis votre carte VISA.""}]"
svc_026,International & Roaming,International,Le service international vous permet d'émettre des appels internationaux (vers le fixe et le mobile) à partir de votre ligne Djezzy.,True,https://www.djezzy.dz/particuliers/services/international-2/,fr,djezzy.dz,"[{""q"": ""C'est quoi le service International Djezzy ?"", ""a"": ""Le service International vous permet de passer des appels vers des numéros fixes et mobiles à l'étranger depuis votre ligne Djezzy.""}, {""q"": ""Comment appeler l'étranger avec Djezzy ?"", ""a"": ""Avec le service International de Djezzy, vous pouvez émettre des appels vers des lignes fixes et mobiles dans d'autres pays.""}, {""q"": ""Puis-je appeler un numéro fixe à l'étranger avec Djezzy ?"", ""a"": ""Oui, le service International Djezzy couvre les appels vers les numéros fixes et mobiles à l'international depuis votre ligne.""}]"
svc_027,International & Roaming,Roaming,Le service Roaming vous permet d'émettre des appels vers d'autres pays lorsque vous partez en voyage.,True,https://www.djezzy.dz/particuliers/services/roaming-2/,fr,djezzy.dz,"[{""q"": ""C'est quoi le Roaming chez Djezzy ?"", ""a"": ""Le Roaming est un service qui vous permet de continuer à appeler depuis votre ligne Djezzy lorsque vous voyagez à l'étranger.""}, {""q"": ""Comment utiliser mon téléphone Djezzy à l'étranger ?"", ""a"": ""Activez le service Roaming de Djezzy pour pouvoir émettre des appels vers d'autres pays pendant vos voyages.""}, {""q"": ""Puis-je utiliser ma ligne Djezzy hors d'Algérie ?"", ""a"": ""Oui, avec le service Roaming de Djezzy vous pouvez appeler depuis l'étranger en utilisant votre ligne habituelle.""}]"
svc_028,SMS & Messagerie,SMS 3LIK,Restez en contact avec vos amis et proches même si vous ne disposez pas de crédit.,True,https://www.djezzy.dz/particuliers/services/sms-3lik/,fr,djezzy.dz,"[{""q"": ""C'est quoi SMS 3LIK chez Djezzy ?"", ""a"": ""SMS 3LIK est un service qui vous permet d'envoyer des SMS à vos proches même si vous n'avez plus de crédit sur votre ligne Djezzy.""}, {""q"": ""Comment envoyer un SMS sans crédit sur Djezzy ?"", ""a"": ""Avec le service SMS 3LIK, vous pouvez rester en contact avec vos amis et famille même sans crédit disponible.""}, {""q"": ""Je n'ai plus de crédit, puis-je envoyer des SMS avec Djezzy ?"", ""a"": ""Oui, le service SMS 3LIK de Djezzy vous permet d'envoyer des messages à vos proches même sans solde disponible.""}]"
svc_029,SMS & Messagerie,Messagerie vocale,"Basculez vos appels vers votre messagerie vocale, et ne manquez plus les messages de vos correspondants.",True,https://www.djezzy.dz/particuliers/services/messagerie-vocale/,fr,djezzy.dz,"[{""q"": ""C'est quoi la messagerie vocale chez Djezzy ?"", ""a"": ""La messagerie vocale de Djezzy vous permet de recevoir les messages de vos correspondants lorsque vous êtes injoignable ou occupé.""}, {""q"": ""Comment activer la messagerie vocale sur Djezzy ?"", ""a"": ""Vous pouvez rediriger vos appels vers la messagerie vocale Djezzy pour ne manquer aucun message de vos correspondants.""}, {""q"": ""Je rate des appels, puis-je avoir une boîte vocale avec Djezzy ?"", ""a"": ""Oui, la messagerie vocale de Djezzy enregistre les messages de vos correspondants quand vous n'êtes pas disponible.""}]"
svc_030,SMS & Messagerie,SMS BIP,Envoyez gratuitement vers le réseau Djezzy 6 SMS chaque semaine à vos proches même lorsque vous n'avez pas de crédit.,True,https://www.djezzy.dz/particuliers/services/sms-bip/,fr,djezzy.dz,"[{""q"": ""C'est quoi SMS BIP chez Djezzy ?"", ""a"": ""SMS BIP est un service qui vous offre 6 SMS gratuits par semaine vers le réseau Djezzy, même sans crédit.""}, {""q"": ""Combien de SMS gratuits offre le service SMS BIP ?"", ""a"": ""Le service SMS BIP de Djezzy vous offre 6 SMS gratuits par semaine à envoyer sur le réseau Djezzy, même sans solde.""}, {""q"": ""Puis-je envoyer des SMS gratuits sur Djezzy ?"", ""a"": ""Oui, avec SMS BIP vous bénéficiez de 6 SMS gratuits chaque semaine vers les numéros Djezzy, sans avoir besoin de crédit.""}]"
svc_031,Facturation,Facture détaillée ponctuelle,"Ce service vous permet de disposer d'un relevé détaillé de toutes vos communications, sur une période de consommation allant de 01 à 90 jours.",True,https://www.djezzy.dz/particuliers/services/facture-detaillee-ponctuelle/,fr,djezzy.dz,"[{""q"": ""C'est quoi la facture détaillée ponctuelle chez Djezzy ?"", ""a"": ""C'est un service qui vous fournit un relevé détaillé de toutes vos communications sur une période choisie entre 1 et 90 jours.""}, {""q"": ""Comment consulter le détail de mes communications Djezzy ?"", ""a"": ""Avec la facture détaillée ponctuelle, vous obtenez un relevé complet de toutes vos communications sur une période allant jusqu'à 90 jours.""}, {""q"": ""Puis-je avoir un historique de mes appels chez Djezzy ?"", ""a"": ""Oui, le service Facture détaillée ponctuelle vous donne accès à un relevé de toutes vos communications sur 1 à 90 jours.""}]"
svc_032,Facturation,B2Mail,"Ce service vous permet, aux abonnés post-payés et control, de recevoir vos factures sur votre adresse mail.",True,https://www.djezzy.dz/particuliers/services/b2mail/,fr,djezzy.dz,"[{""q"": ""C'est quoi B2Mail chez Djezzy ?"", ""a"": ""B2Mail est un service destiné aux abonnés post-payés et control qui leur permet de recevoir leurs factures directement par email.""}, {""q"": ""Comment recevoir ma facture Djezzy par email ?"", ""a"": ""Si vous êtes abonné post-payé ou control, le service B2Mail vous permet de recevoir vos factures Djezzy directement sur votre adresse mail.""}, {""q"": ""Puis-je recevoir mes factures Djezzy par email ?"", ""a"": ""Oui, avec B2Mail les abonnés post-payés et control reçoivent automatiquement leurs factures sur leur adresse mail.""}]"
svc_033,Facturation,Prélèvement automatique,"Vous pouvez payer vos factures par prélèvement bancaire automatique, qui est parfaitement sécurisé.",True,https://www.djezzy.dz/particuliers/services/prelevement-automatique/,fr,djezzy.dz,"[{""q"": ""C'est quoi le prélèvement automatique chez Djezzy ?"", ""a"": ""C'est un service qui vous permet de payer vos factures Djezzy automatiquement via un prélèvement bancaire sécurisé.""}, {""q"": ""Comment automatiser le paiement de ma facture Djezzy ?"", ""a"": ""Avec le service Prélèvement automatique, votre facture Djezzy est prélevée directement depuis votre compte bancaire de manière sécurisée.""}, {""q"": ""Djezzy propose-t-il le paiement automatique de factures ?"", ""a"": ""Oui, le service Prélèvement automatique permet de régler vos factures Djezzy par prélèvement bancaire sécurisé sans action de votre part.""}]"
svc_034,Facturation,Paiement par carte de recharge,Payez vos factures grâce aux cartes de recharge disponibles chez nos boutiques Djezzy.,True,https://www.djezzy.dz/particuliers/services/paiement-par-carte-de-recharge/,fr,djezzy.dz,"[{""q"": ""Puis-je payer ma facture Djezzy avec une carte de recharge ?"", ""a"": ""Oui, vous pouvez régler votre facture Djezzy en utilisant des cartes de recharge disponibles dans les boutiques Djezzy.""}, {""q"": ""C'est quoi le paiement par carte de recharge chez Djezzy ?"", ""a"": ""C'est un service qui vous permet de payer vos factures Djezzy grâce aux cartes de recharge vendues dans les boutiques officielles.""}, {""q"": ""Où acheter une carte de recharge pour payer ma facture Djezzy ?"", ""a"": ""Les cartes de recharge pour payer vos factures Djezzy sont disponibles directement dans les boutiques Djezzy.""}]"
svc_035,Facturation,Info facture 787,"Ce service est disponible 24h/24 et 7j/7, il vous permet d'avoir à tout moment des détails sur vos factures.",True,https://www.djezzy.dz/particuliers/services/info-facture-787/,fr,djezzy.dz,"[{""q"": ""C'est quoi le service Info facture 787 chez Djezzy ?"", ""a"": ""Info facture 787 est un service disponible 24h/24 et 7j/7 qui vous donne accès à tout moment aux détails de vos factures.""}, {""q"": ""Comment consulter ma facture Djezzy à tout moment ?"", ""a"": ""Composez le 787 pour accéder au service Info facture, disponible 24h/24 et 7j/7 pour obtenir les détails de vos factures.""}, {""q"": ""Djezzy propose-t-il un numéro pour info sur les factures ?"", ""a"": ""Oui, le 787 est le numéro dédié au service Info facture de Djezzy, accessible à toute heure pour consulter vos factures.""}]"
svc_036,Facturation,Nouvelle facturation,"Dans le cadre de sa transformation digitale, Djezzy simplifie pour vous l'édition de vos factures.",False,https://www.djezzy.dz/particuliers/services/nouvelle-facturation/,fr,djezzy.dz,"[{""q"": ""C'est quoi la nouvelle facturation Djezzy ?"", ""a"": ""Dans le cadre de sa transformation digitale, Djezzy a simplifié le système d'édition de factures pour ses abonnés.""}, {""q"": ""Djezzy a-t-il changé son système de facturation ?"", ""a"": ""Oui, Djezzy a mis en place une nouvelle facturation simplifiée dans le cadre de sa démarche de transformation digitale.""}, {""q"": ""Comment fonctionne la nouvelle facturation chez Djezzy ?"", ""a"": ""La nouvelle facturation Djezzy simplifie l'édition de vos factures grâce à la transformation digitale de l'opérateur. Consultez le site pour plus de détails.""}]"
